Strain	State	Collection Data	PANGO Lineage
hCoV-19/India/DL-NCDC-709371/2020	Delhi	28/11/20	B.1
hCoV-19/India/DL-NCDC-809195/2020	Delhi	27/11/20	B.1
hCoV-19/India/DL-NCDC-809210/2020	Delhi	24/11/20	B.1
hCoV-19/India/DL-NCDC-709114/2020	Delhi	03/12/20	B.1
hCoV-19/India/DL-NCDC-1109164/2021	Delhi	19/02/21	B.1.36
hCoV-19/India/DL-NCDC-809297/2020	Delhi	04/12/20	B.1.36
hCoV-19/India/DL-NCDC-809146/2020	Delhi	24/11/20	B.1
hCoV-19/India/DL-NCDC-809194/2020	Delhi	27/11/20	B.1
hCoV-19/India/DL-NCDC-709199/2020	Delhi	11/12/20	B.1
hCoV-19/India/DL-NCDC-709253/2020	Delhi	17/12/20	B.1
hCoV-19/India/DL-NCDC-1109167/2021	Delhi	20/02/21	B.1
hCoV-19/India/DL-NCDC-809180/2020	Delhi	22/12/20	B.1
hCoV-19/India/DL-NCDC-1209345/2021	Delhi	08/02/21	B.1
hCoV-19/India/DEL-NCDC-INSACOG-130997/2021	Delhi	11/02/21	Others
hCoV-19/India/DL-NCDC-609233/2020	Delhi	26/11/20	Others
hCoV-19/India/DL-NCDC-909304/2020	Delhi	05/12/20	Others
hCoV-19/India/DL-NCDC-609376/2020	Delhi	17/12/20	Others
hCoV-19/India/DL-NCDC-809155/2020	Delhi	04/12/20	Others
hCoV-19/India/DL-NCDC-70967/2020	Delhi	21/12/20	Others
hCoV-19/India/DL-NCDC-909358/2021	Delhi	05/02/21	Others
hCoV-19/India/DL-NCDC-909363/2021	Delhi	05/02/21	Others
hCoV-19/India/DL-NCDC-909186/2020	Delhi	14/12/20	Others
hCoV-19/India/DL-NCDC-90985/2020	Delhi	10/12/20	B.1.1
hCoV-19/India/DL-NCDC-609341/2020	Delhi	22/12/20	Others
hCoV-19/India/DL-NCDC-709326/2020	Delhi	15/12/20	Others
hCoV-19/India/DL-NCDC-1609152/2021	Delhi	11/03/21	Others
hCoV-19/India/DL-NCDC-609235/2020	Delhi	17/12/20	Others
hCoV-19/India/DL-NCDC-709377/2020	Delhi	24/11/20	Others
hCoV-19/India/DL-NCDC-709376/2020	Delhi	07/12/20	Others
hCoV-19/India/DL-NCDC-70929/2020	Delhi	23/12/20	Others
hCoV-19/India/DL-NCDC-1009103/2020	Delhi	26/12/20	Others
hCoV-19/India/DL-NCDC-709186/2020	Delhi	21/12/20	Others
hCoV-19/India/DL-NCDC-1609135/2021	Delhi	15/03/21	Others
hCoV-19/India/DL-NCDC-1209211/2021	Delhi	23/02/21	Others
hCoV-19/India/DL-NCDC-1109125/2021	Delhi	23/02/21	Others
hCoV-19/India/DL-NCDC-1109127/2021	Delhi	23/02/21	Others
hCoV-19/India/DL-NCDC-1109126/2021	Delhi	23/02/21	Others
hCoV-19/India/DL-NCDC-709336/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-809290/2020	Delhi	27/11/20	B.1.36
hCoV-19/India/DL-NCDC-90934/2020	Delhi	04/12/20	B.1.36
hCoV-19/India/DL-NCDC-709353/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-609293/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-609299/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-609298/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-9097/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-909177/2020	Delhi	02/12/20	B.1.36
hCoV-19/India/DL-NCDC-709329/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909124/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909178/2020	Delhi	02/12/20	B.1.36
hCoV-19/India/DL-NCDC-909179/2020	Delhi	02/12/20	B.1.36
hCoV-19/India/DL-NCDC-909105/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-909100/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-909125/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009246/2020	Delhi	09/12/20	B.1.36
hCoV-19/India/DL-NCDC-110948/2021	Delhi	29/01/21	B.1.36
hCoV-19/India/DL-NCDC-909323/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-609349/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-609338/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-609339/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-9099/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009140/2020	Delhi	22/12/20	B.1
hCoV-19/India/DL-NCDC-1009120/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-809207/2020	Delhi	28/11/20	Others
hCoV-19/India/DL-NCDC-709357/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009117/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009124/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009127/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-809134/2020	Delhi	16/12/20	Others
hCoV-19/India/DL-NCDC-709282/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709364/2020	Delhi	28/11/20	B.1.36
hCoV-19/India/DL-NCDC-1109260/2020	Delhi	16/12/20	Others
hCoV-19/India/DL-NCDC-1109269/2020	Delhi	07/12/20	B.1
hCoV-19/India/DL-NCDC-1109268/2020	Delhi	27/11/20	B.1.36
hCoV-19/India/DL-NCDC-909366/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-909364/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-909367/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-1109263/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-909369/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-709237/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909368/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-909113/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-809208/2020	Delhi	28/11/20	B.1.36
hCoV-19/India/DL-NCDC-90966/2020	Delhi	13/12/20	B.1.36
hCoV-19/India/DL-NCDC-709366/2020	Delhi	08/12/20	B.1.36
hCoV-19/India/DL-NCDC-709128/2020	Delhi	25/12/20	B.1.36
hCoV-19/India/DL-NCDC-609327/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-70920/2020	Delhi	06/12/20	B.1.36
hCoV-19/India/DL-NCDC-709321/2020	Delhi	19/12/20	B.1
hCoV-19/India/DL-NCDC-709320/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-1709258/2021	Delhi	10/03/21	B.1.36
hCoV-19/India/DL-NCDC-1009114/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-909181/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-809145/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909311/2020	Delhi	10/12/20	B.1.36
hCoV-19/India/DL-NCDC-1209336/2021	Delhi	27/02/21	B.1.36
hCoV-19/India/DL-NCDC-1209339/2021	Delhi	25/02/21	B.1.36
hCoV-19/India/DL-NCDC-7094/2020	Delhi	05/12/20	B.1.36
hCoV-19/India/DL-NCDC-70931/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-809222/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-809244/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-709101/2020	Delhi	23/12/20	B.1
hCoV-19/India/DL-NCDC-70998/2020	Delhi	23/12/20	B.1
hCoV-19/India/DL-NCDC-609317/2020	Delhi	18/12/20	Others
hCoV-19/India/DL-NCDC-709346/2020	Delhi	21/12/20	B.1
hCoV-19/India/DL-NCDC-909116/2020	Delhi	22/12/20	Others
hCoV-19/India/DL-NCDC-100999/2020	Delhi	13/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009141/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009153/2020	Delhi	22/12/20	B.1
hCoV-19/India/DL-NCDC-709248/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009173/2020	Delhi	03/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009169/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-909162/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-909175/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-70948/2021	Delhi	15/01/21	Others
hCoV-19/India/DL-NCDC-1009247/2020	Delhi	13/12/20	B.1
hCoV-19/India/DL-NCDC-709351/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-709141/2020	Delhi	28/12/20	B.1.36
hCoV-19/India/DL-NCDC-709142/2020	Delhi	28/12/20	B.1.36
hCoV-19/India/DL-NCDC-709362/2020	Delhi	28/11/20	Others
hCoV-19/India/DL-NCDC-809214/2020	Delhi	03/12/20	B.1.36
hCoV-19/India/DL-NCDC-609308/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-709125/2020	Delhi	01/12/20	B.1.36
hCoV-19/India/DL-NCDC-809233/2020	Delhi	07/12/20	B.1
hCoV-19/India/DL-NCDC-1009154/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-809220/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-809242/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-909137/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-90965/2020	Delhi	05/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009122/2020	Delhi	18/12/20	Others
hCoV-19/India/DL-NCDC-1009188/2020	Delhi	28/11/20	B.1.36
hCoV-19/India/DL-NCDC-1509225/2020	Delhi	25/12/20	B.1.36
hCoV-19/India/DL-NCDC-709365/2020	Delhi	07/12/20	B.1.36
hCoV-19/India/DL-NCDC-70913/2020	Delhi	11/12/20	B.1
hCoV-19/India/DL-NCDC-909326/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-90975/2020	Delhi	05/12/20	B.1.36
hCoV-19/India/DL-NCDC-809162/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-70997/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-609228/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-709238/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-70928/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-909118/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-70942/2020	Delhi	12/11/20	Others
hCoV-19/India/DL-NCDC-1009132/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009135/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009143/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009142/2020	Delhi	22/12/20	Others
hCoV-19/India/DL-NCDC-609331/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-130991/2021	Delhi	02/02/21	B.1.36
hCoV-19/India/DL-NCDC-70970/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-709247/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-709305/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709344/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-709314/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-709345/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-609332/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-110917/2021	Delhi	27/01/21	Others
hCoV-19/India/DL-NCDC-70960/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-70988/2020	Delhi	29/11/20	B.1.36
hCoV-19/India/DL-NCDC-1009148/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009151/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009146/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709350/2020	Delhi	13/12/20	B.1
hCoV-19/India/DL-NCDC-909330/2020	Delhi	05/12/20	B.1.36
hCoV-19/India/DL-NCDC-90912/2020	Delhi	19/12/20	B.1
hCoV-19/India/DL-NCDC-609361/2020	Delhi	15/12/20	Others
hCoV-19/India/DL-NCDC-120927/2021	Delhi	19/02/21	B.1.36
hCoV-19/India/DL-NCDC-909165/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-609297/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-70978/2020	Delhi	21/12/20	B.1
hCoV-19/India/DL-NCDC-709120/2020	Delhi	11/12/20	B.1.36
hCoV-19/India/DL-NCDC-709328/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909123/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-7098/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709325/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-90959/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-709378/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-709190/2020	Delhi	07/12/20	B.1.36
hCoV-19/India/DL-NCDC-709224/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-809181/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709231/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709134/2020	Delhi	26/12/20	B.1.36
hCoV-19/India/DL-NCDC-809267/2021	Delhi	08/02/21	Others
hCoV-19/India/DL-NCDC-809164/2020	Delhi	20/12/20	Others
hCoV-19/India/DL-NCDC-809262/2021	Delhi	06/02/21	Others
hCoV-19/India/DL-NCDC-709335/2020	Delhi	16/12/20	B.1
hCoV-19/India/DEL-NCDC-INSACOG-50921/2020	Delhi	16/12/20	B.1
hCoV-19/India/DL-NCDC-110990/2021	Delhi	11/01/21	B.1.36
hCoV-19/India/DL-NCDC-709121/2020	Delhi	02/12/20	B.1.36
hCoV-19/India/DL-NCDC-909142/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-70923/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-1209351/2021	Delhi	16/02/21	B.1.36
hCoV-19/India/DL-NCDC-809236/2020	Delhi	08/12/20	Others
hCoV-19/India/DL-NCDC-709284/2020	Delhi	27/11/20	B.1.36
hCoV-19/India/DL-NCDC-709275/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709281/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709279/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-709283/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709274/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-709273/2020	Delhi	22/11/20	B.1.36
hCoV-19/India/DL-NCDC-709339/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-909145/2020	Delhi	01/12/20	B.1.36
hCoV-19/India/DL-NCDC-909106/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-909119/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909122/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909380/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-709291/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-7097/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-809140/2020	Delhi	20/12/20	B.1
hCoV-19/India/DL-NCDC-709219/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709208/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-609324/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-70934/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-709367/2020	Delhi	04/12/20	B.1.36
hCoV-19/India/DL-NCDC-909303/2020	Delhi	04/12/20	B.1
hCoV-19/India/DL-NCDC-1009172/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-609342/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-709107/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-90939/2020	Delhi	10/12/20	B.1.36
hCoV-19/India/DL-NCDC-1209349/2021	Delhi	10/01/21	B.1.36
hCoV-19/India/DL-NCDC-70921/2020	Delhi	17/12/20	Others
hCoV-19/India/DL-NCDC-709105/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009187/2020	Delhi	28/11/20	B.1.36
hCoV-19/India/DL-NCDC-1009215/2021	Delhi	07/02/21	Others
hCoV-19/India/DL-NCDC-609309/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009101/2020	Delhi	25/12/20	B.1.36
hCoV-19/India/DL-NCDC-909325/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009102/2020	Delhi	25/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009100/2020	Delhi	26/12/20	B.1.36
hCoV-19/India/DL-NCDC-909150/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-70966/2020	Delhi	21/12/20	Others
hCoV-19/India/DL-NCDC-809166/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-709338/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-909135/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-609330/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-709108/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-709260/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-909184/2020	Delhi	11/12/20	B.1.36
hCoV-19/India/DL-NCDC-909185/2020	Delhi	11/12/20	B.1.36
hCoV-19/India/DL-NCDC-9093/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-709327/2020	Delhi	15/12/20	Others
hCoV-19/India/DL-NCDC-1109150/2021	Delhi	19/01/21	B.1.36
hCoV-19/India/DL-NCDC-170918/2021	Delhi	18/03/21	Others
hCoV-19/India/DL-NCDC-809169/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-609295/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-609359/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-909103/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-609240/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009190/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-90928/2020	Delhi	26/11/20	Others
hCoV-19/India/DL-NCDC-709332/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-130992/2021	Delhi	10/02/21	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-2209218/2021	Delhi	08/03/21	B.1.36
hCoV-19/India/DL-NCDC-709298/2020	Delhi	27/11/20	B.1.36
hCoV-19/India/DL-NCDC-709316/2020	Delhi	02/12/20	Others
hCoV-19/India/DL-NCDC-1209329/2021	Delhi	26/02/21	B.1.36
hCoV-19/India/DL-NCDC-909182/2020	Delhi	28/11/20	B.1.36
hCoV-19/India/DL-NCDC-709258/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-2209216/2020	Delhi	13/12/20	B.1.36
hCoV-19/India/DL-NCDC-609378/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-609230/2020	Delhi	10/12/20	B.1.36
hCoV-19/India/DL-NCDC-709266/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-609303/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-909332/2020	Delhi	08/12/20	B.1.36
hCoV-19/India/DL-NCDC-70912/2020	Delhi	14/12/20	B.1.36
hCoV-19/India/DL-NCDC-809230/2020	Delhi	06/12/20	B.1.36
hCoV-19/India/DL-NCDC-809189/2020	Delhi	27/11/20	Others
hCoV-19/India/DL-NCDC-90988/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-90968/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-90950/2020	Delhi	03/12/20	B.1.36
hCoV-19/India/DL-NCDC-90978/2020	Delhi	11/12/20	B.1.36
hCoV-19/India/DL-NCDC-809156/2020	Delhi	09/12/20	B.1.36
hCoV-19/India/DL-NCDC-709349/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-1109374/2021	Delhi	21/02/21	B.1.36
hCoV-19/India/DL-NCDC-709263/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009166/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-90913/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009104/2020	Delhi	27/12/20	B.1.36
hCoV-19/India/DL-NCDC-709280/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709272/2020	Delhi	25/11/20	B.1
hCoV-19/India/DL-NCDC-809130/2020	Delhi	17/12/20	B.1
hCoV-19/India/DL-NCDC-709277/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-809225/2020	Delhi	23/11/20	B.1
hCoV-19/India/DL-NCDC-809165/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-130968/2021	Delhi	05/03/21	B.1.36
hCoV-19/India/DL-NCDC-709312/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-709302/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709313/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-1009164/2020	Delhi	11/12/20	B.1.36
hCoV-19/India/DL-NCDC-609289/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-609294/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-609358/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-1009163/2020	Delhi	04/12/20	B.1.36
hCoV-19/India/DL-NCDC-609335/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-7096/2020	Delhi	01/12/20	B.1.36
hCoV-19/India/DL-NCDC-709221/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909104/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-709255/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-709276/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-809199/2020	Delhi	27/11/20	B.1.36
hCoV-19/India/DL-NCDC-90958/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-70972/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-100998/2020	Delhi	31/12/20	B.1.36
hCoV-19/India/DL-NCDC-909381/2020	Delhi	01/12/20	B.1.36
hCoV-19/India/DL-NCDC-90981/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-809158/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-90925/2020	Delhi	25/11/20	B.1.36
hCoV-19/India/DL-NCDC-1009167/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-70915/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-90944/2020	Delhi	13/12/20	B.1.36
hCoV-19/India/DL-NCDC-7091/2020	Delhi	28/12/20	B.1.36
hCoV-19/India/DL-NCDC-609302/2020	Delhi	27/11/20	B.1.36
hCoV-19/India/DL-NCDC-1009116/2020	Delhi	18/12/20	B.1
hCoV-19/India/DL-NCDC-809215/2020	Delhi	03/12/20	B.1.36
hCoV-19/India/DL-NCDC-809213/2020	Delhi	03/12/20	B.1.36
hCoV-19/India/DL-NCDC-609362/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-90956/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-809190/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-90941/2020	Delhi	11/12/20	B.1.36
hCoV-19/India/DL-NCDC-70965/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-70963/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-609319/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-709119/2020	Delhi	11/12/20	B.1.36
hCoV-19/India/DL-NCDC-709334/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-709117/2020	Delhi	10/12/20	B.1.36
hCoV-19/India/DL-NCDC-709324/2020	Delhi	13/12/20	B.1.36
hCoV-19/India/DL-NCDC-709227/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-1109367/2021	Delhi	17/02/21	B.1.36
hCoV-19/India/DL-NCDC-2509194/2021	Delhi	16/04/21	B.1
hCoV-19/India/DL-NCDC-809149/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-709215/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-809188/2020	Delhi	17/12/20	B.1
hCoV-19/India/DL-NCDC-809227/2020	Delhi	26/11/20	B.1.36
hCoV-19/India/DL-NCDC-909152/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-909377/2020	Delhi	30/11/20	B.1
hCoV-19/India/DL-NCDC-809205/2020	Delhi	28/11/20	B.1.36
hCoV-19/India/DL-NCDC-709217/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709209/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709213/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-609363/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-909362/2021	Delhi	05/02/21	B.1.36
hCoV-19/India/DL-NCDC-9094/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-90911/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-809173/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-909324/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-809184/2020	Delhi	14/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009150/2020	Delhi	22/12/20	B.1
hCoV-19/India/DL-NCDC-709126/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-609382/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-130994/2021	Delhi	10/02/21	B.1.36
hCoV-19/India/DL-NCDC-1109147/2021	Delhi	17/01/21	B.1.36
hCoV-19/India/DL-NCDC-809144/2020	Delhi	09/12/20	B.1.36
